ID_PROTOCOLO,CODIGOINVIMA,VERSION,FECHA_PROTOCOLO,FECHA_PREVISTA_TERMINACION,TITULO_CIENTIFICO_PROTOCOLO,TITULO_PUBLICO_PROTOCOLO,NRO_INVESTIGACION_PRIMARIA,FECHA_REGISTRO_OFICIAL_PRIMARIA,NRO_IDENTIFICACION_SECUNDARIA,FECHA_REGISTRO_OFICIAL_SECUNDARIO,PATROCINADOR,CRO,PAIS_DESARROLLA_ACTIVIDAD,FUENTE_FINANCIACION,ESPECIALIDAD_PROTOCOLO,TIPO_INVESTIGACION,CODIGOASIGNADOPATROCINADOR,MOLECULA_ESTUDIO,ORIGEN,ESTADO,ID_MEDICAMENTO,ID_DISPOSITIVOS
2642,PI BM 745,242,2020-09-12,2021-03-13,Titulo x529,Titulo x529,253694,2020-09-12,1233717,2020-09-12,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO2642,COLOMBIA,Fuente 2642,Especialidda 2642,Tipo 2642,IM101 291,Molecula 2642,Origen 2642,APROBADO,1319,
2643,PI ALR 997,244,2019-11-02,2021-01-11,Titulo 529,Titulo 529,578996,2019-11-02,436749,2019-11-02,ALCON RESEARCH LTDA NOVARTIS DE COLOMBIA S A,CRO2643,COLOMBIA,Fuente 2643,Especialidda 2643,Tipo 2643,RTH258 C001,Molecula 2643,Origen 2643,APROBADO,1318,
2644,PI GIS 1032,246,2015-08-29,2021-03-13,Titulo 530,Titulo 530,2582,2015-08-29,689282,2015-08-29,GILEAD SCIENCES INC ICON CLINICAL RESEARCH REPRESENTADO EN COLOMBIA POR ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL SUCURSAL COLOMBIA,CRO2644,COLOMBIA,Fuente 2644,Especialidda 2644,Tipo 2644,GS US 296 1080,Molecula 2644,Origen 2644,APROBADO,1317,
2645,PI RPH 1084,249,2016-01-27,2021-01-11,Titulo y,Titulo y,45885,2016-01-27,8383,2016-01-27,R PHARM QUINTILES COLOMBIA LTDA,CRO2645,COLOMBIA,Fuente 2645,Especialidda 2645,Tipo 2645,CL04041023,Molecula 2645,Origen 2645,APROBADO,1316,
2646,PI RPH 1085,250,2017-10-13,2021-01-11,Titulo x,Titulo x,689937,2017-10-13,23717,2017-10-13,R PHARM QUINTILES COLOMBIA LTDA,CRO2646,COLOMBIA,Fuente 2646,Especialidda 2646,Tipo 2646,CL04041025,Molecula 2646,Origen 2646,APROBADO,1315,
2647,PI BM 745,247,2020-02-11,2021-02-13,Titulo x530,Titulo x530,34672,2020-02-11,21606,2020-02-11,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO2647,COLOMBIA,Fuente 2647,Especialidda 2647,Tipo 2647,IM101 291,Molecula 2647,Origen 2647,EN CURSO,1314,
2648,PI MS 1131,244,2020-02-28,2021-02-13,Titulo 530,Titulo 530,234474,2020-02-28,24818,2020-02-28,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2648,COLOMBIA,Fuente 2648,Especialidda 2648,Tipo 2648,MK3475 522,Molecula 2648,Origen 2648,EN CURSO,1313,
2649,PI MS 1083,242,2020-09-13,2021-03-14,Titulo 531,Titulo 531,657807,2020-09-13,23606,2020-09-13,MERCK SHARP AND DOHME COLOMBIA S A S,CRO2649,COLOMBIA,Fuente 2649,Especialidda 2649,Tipo 2649,MK 3475 355,Molecula 2649,Origen 2649,EN CURSO,1312,
2650,PI MS 1083,247,2019-11-03,2021-01-12,Titulo y,Titulo y,324474,2019-11-03,12615,2019-11-03,MERCK SHARP AND DOHME COLOMBIA S A S,CRO2650,COLOMBIA,Fuente 2650,Especialidda 2650,Tipo 2650,MK 3475 355,Molecula 2650,Origen 2650,RECHAZADO,1311,
2651,PI MS 1083,249,2015-08-30,2021-03-14,Titulo x,Titulo x,2582,2015-08-30,1233718,2015-08-30,MERCK SHARP AND DOHME COLOMBIA S A S,CRO2651,COLOMBIA,Fuente 2651,Especialidda 2651,Tipo 2651,MK 3475 355,Molecula 2651,Origen 2651,APROBADO,1310,
2652,PI MS 1083,242,2016-01-28,2021-01-12,Titulo x531,Titulo x531,453,2016-01-28,436750,2016-01-28,MERCK SHARP AND DOHME COLOMBIA S A S,CRO2652,COLOMBIA,Fuente 2652,Especialidda 2652,Tipo 2652,MK 3475 355,Molecula 2652,Origen 2652,EN CURSO,1309,
2653,PI MS 819,243,2017-10-14,2021-01-12,Titulo 531,Titulo 531,253695,2017-10-14,689283,2017-10-14,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2653,COLOMBIA,Fuente 2653,Especialidda 2653,Tipo 2653,MK3475 006,Molecula 2653,Origen 2653,APROBADO,1308,
2654,PI LBI 1121,245,2020-02-12,2021-02-14,Titulo 532,Titulo 532,578997,2020-02-12,8384,2020-02-12,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO2654,COLOMBIA,Fuente 2654,Especialidda 2654,Tipo 2654,1245 110,Molecula 2654,Origen 2654,APROBADO,1307,
2655,PI PF 899,247,2020-02-29,2021-02-14,Titulo y,Titulo y,2583,2020-02-29,23718,2020-02-29,PFIZER COLOMBIA S A S ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2655,COLOMBIA,Fuente 2655,Especialidda 2655,Tipo 2655,A3921133,Molecula 2655,Origen 2655,APROBADO,1306,
2656,PI AZ 886,250,2020-09-14,2021-03-15,Titulo x,Titulo x,45886,2020-09-14,21607,2020-09-14,ASTRAZENECA COLOMBIA S A,CRO2656,COLOMBIA,Fuente 2656,Especialidda 2656,Tipo 2656,D3251C00004,Molecula 2656,Origen 2656,APROBADO,1305,
2657,PI MS 1036,251,2019-11-04,2021-01-13,Titulo x532,Titulo x532,689938,2019-11-04,24819,2019-11-04,MERCK SHARP AND HOME COLOMBIA S A S,CRO2657,COLOMBIA,Fuente 2657,Especialidda 2657,Tipo 2657,MK 3475 170,Molecula 2657,Origen 2657,APROBADO,1304,
2658,PI MS 1082,248,2015-08-31,2021-03-15,Titulo 532,Titulo 532,34673,2015-08-31,23607,2015-08-31,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2658,COLOMBIA,Fuente 2658,Especialidda 2658,Tipo 2658,MK1242 001,Molecula 2658,Origen 2658,APROBADO,1303,
2659,PI MS 1082,245,2016-01-29,2021-01-13,Titulo 533,Titulo 533,234475,2016-01-29,12616,2016-01-29,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2659,COLOMBIA,Fuente 2659,Especialidda 2659,Tipo 2659,MK1242 001,Molecula 2659,Origen 2659,EN CURSO,1302,
2660,PI IRI 852,243,2017-10-15,2021-01-13,Titulo y,Titulo y,657808,2017-10-15,1233719,2017-10-15,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO2660,COLOMBIA,Fuente 2660,Especialidda 2660,Tipo 2660,CL3 067690 010,Molecula 2660,Origen 2660,EN CURSO,1301,
2661,PI MS 941,248,2020-02-13,2021-02-15,Titulo x,Titulo x,324475,2020-02-13,436751,2020-02-13,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2661,COLOMBIA,Fuente 2661,Especialidda 2661,Tipo 2661,MK3475 042,Molecula 2661,Origen 2661,EN CURSO,1300,
2662,PI SAP 1033,250,2020-03-01,2021-02-15,Titulo x533,Titulo x533,2583,2020-03-01,689284,2020-03-01,SANOFI PASTEUR S A QUINTILES COLOMBIA LTDA,CRO2662,COLOMBIA,Fuente 2662,Especialidda 2662,Tipo 2662,CYD65,Molecula 2662,Origen 2662,RECHAZADO,1299,
2663,PI MS 1036,243,2020-09-15,2021-03-16,Titulo 533,Titulo 533,454,2020-09-15,8385,2020-09-15,MERCK SHARP AND HOME COLOMBIA S A S,CRO2663,COLOMBIA,Fuente 2663,Especialidda 2663,Tipo 2663,MK 3475 170,Molecula 2663,Origen 2663,APROBADO,1298,
2664,PI MS 912,244,2019-11-05,2021-01-14,Titulo 534,Titulo 534,253696,2019-11-05,23719,2019-11-05,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2664,COLOMBIA,Fuente 2664,Especialidda 2664,Tipo 2664,MK0431A 170 03,Molecula 2664,Origen 2664,EN CURSO,1297,
2665,PI FIB 873,246,2015-09-01,2021-03-16,Titulo y,Titulo y,578998,2015-09-01,21608,2015-09-01,FIBROGEN INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2665,COLOMBIA,Fuente 2665,Especialidda 2665,Tipo 2665,FGCL 4592 063,Molecula 2665,Origen 2665,APROBADO,1296,
2666,PI AZ 1024,248,2016-01-30,2021-01-14,Titulo x,Titulo x,2584,2016-01-30,24820,2016-01-30,ASTRAZENECA AB RPS COLOMBIA LTDA,CRO2666,COLOMBIA,Fuente 2666,Especialidda 2666,Tipo 2666,D3461C00005,Molecula 2666,Origen 2666,APROBADO,1295,
2667,PI SA 965,251,2017-10-16,2021-01-14,Titulo x534,Titulo x534,45887,2017-10-16,23608,2017-10-16,SANOFI DE COLOMBIA S A,CRO2667,COLOMBIA,Fuente 2667,Especialidda 2667,Tipo 2667,DRI11772,Molecula 2667,Origen 2667,APROBADO,1294,
2668,PI SA 749,252,2020-02-14,2021-02-16,Titulo 534,Titulo 534,689939,2020-02-14,12617,2020-02-14,SANOFI DE COLOMBIA S A,CRO2668,COLOMBIA,Fuente 2668,Especialidda 2668,Tipo 2668,EFC11570,Molecula 2668,Origen 2668,APROBADO,1293,
2669,PI RPH 1125,249,2020-03-02,2021-02-16,Titulo 535,Titulo 535,34674,2020-03-02,1233720,2020-03-02,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2669,COLOMBIA,Fuente 2669,Especialidda 2669,Tipo 2669,R727 CL 1532,Molecula 2669,Origen 2669,APROBADO,1292,
2670,PI RPH 1125,246,2020-09-16,2021-03-17,Titulo y,Titulo y,234476,2020-09-16,436752,2020-09-16,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2670,COLOMBIA,Fuente 2670,Especialidda 2670,Tipo 2670,R727 CL 1532,Molecula 2670,Origen 2670,APROBADO,1291,
2671,PI RPH 1125,244,2019-11-06,2021-01-15,Titulo x,Titulo x,657809,2019-11-06,689285,2019-11-06,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2671,COLOMBIA,Fuente 2671,Especialidda 2671,Tipo 2671,R727 CL 1532,Molecula 2671,Origen 2671,EN CURSO,1290,
2672,PI RPH 1125,249,2015-09-02,2021-03-17,Titulo x535,Titulo x535,324476,2015-09-02,8386,2015-09-02,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2672,COLOMBIA,Fuente 2672,Especialidda 2672,Tipo 2672,R727 CL 1532,Molecula 2672,Origen 2672,EN CURSO,1289,
2673,PI RPH 1125,251,2016-01-31,2021-01-15,Titulo 535,Titulo 535,2584,2016-01-31,23720,2016-01-31,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2673,COLOMBIA,Fuente 2673,Especialidda 2673,Tipo 2673,R727 CL 1532,Molecula 2673,Origen 2673,EN CURSO,1288,
2674,PI RPH 1125,244,2017-10-17,2021-01-15,Titulo 536,Titulo 536,455,2017-10-17,21609,2017-10-17,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2674,COLOMBIA,Fuente 2674,Especialidda 2674,Tipo 2674,R727 CL 1532,Molecula 2674,Origen 2674,RECHAZADO,1287,
2675,PI RPH 1125,245,2020-02-15,2021-02-17,Titulo y,Titulo y,253697,2020-02-15,24821,2020-02-15,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2675,COLOMBIA,Fuente 2675,Especialidda 2675,Tipo 2675,R727 CL 1532,Molecula 2675,Origen 2675,APROBADO,1286,
2676,PI RPH 1125,247,2020-03-03,2021-02-17,Titulo x,Titulo x,578999,2020-03-03,23609,2020-03-03,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2676,COLOMBIA,Fuente 2676,Especialidda 2676,Tipo 2676,R727 CL 1532,Molecula 2676,Origen 2676,EN CURSO,1285,
2677,PI RO 664,249,2020-09-17,2021-03-18,Titulo x536,Titulo x536,2585,2020-09-17,12618,2020-09-17,PRODUCTOS ROCHE S A,CRO2677,COLOMBIA,Fuente 2677,Especialidda 2677,Tipo 2677,MO25455,Molecula 2677,Origen 2677,APROBADO,1284,
2678,PI GS 1132,252,2019-11-07,2021-01-16,Titulo 536,Titulo 536,45888,2019-11-07,1233721,2019-11-07,GLAXOSMITHKLINE RESEARCH Y DEVELOPMENT LIMITED PPD COLOMBIA S A S,CRO2678,COLOMBIA,Fuente 2678,Especialidda 2678,Tipo 2678,200808,Molecula 2678,Origen 2678,APROBADO,1283,
2679,PI GS 1132,253,2015-09-03,2021-03-18,Titulo 537,Titulo 537,689940,2015-09-03,436753,2015-09-03,GLAXOSMITHKLINE RESEARCH Y DEVELOPMENT LIMITED PPD COLOMBIA S A S,CRO2679,COLOMBIA,Fuente 2679,Especialidda 2679,Tipo 2679,200808,Molecula 2679,Origen 2679,APROBADO,1282,
2680,PI DT 1138,250,2016-02-01,2021-01-16,Titulo y,Titulo y,34675,2016-02-01,689286,2016-02-01,DURATA THERAPEUTICS INTERNATIONAL B V INC RESEARCH COLOMBIA LTDA,CRO2680,COLOMBIA,Fuente 2680,Especialidda 2680,Tipo 2680,DUR001 306,Molecula 2680,Origen 2680,APROBADO,1281,
2681,PI DT 1138,247,2017-10-18,2021-01-16,Titulo x,Titulo x,234477,2017-10-18,8387,2017-10-18,DURATA THERAPEUTICS INTERNATIONAL B V INC RESEARCH COLOMBIA LTDA,CRO2681,COLOMBIA,Fuente 2681,Especialidda 2681,Tipo 2681,DUR001 306,Molecula 2681,Origen 2681,APROBADO,1280,
2682,PI DT 1138,245,2020-02-16,2021-02-18,Titulo x537,Titulo x537,657810,2020-02-16,23721,2020-02-16,DURATA THERAPEUTICS INTERNATIONAL B V INC RESEARCH COLOMBIA LTDA,CRO2682,COLOMBIA,Fuente 2682,Especialidda 2682,Tipo 2682,DUR001 306,Molecula 2682,Origen 2682,APROBADO,1279,
2683,PI MS 961,250,2020-03-04,2021-02-18,Titulo 537,Titulo 537,324477,2020-03-04,21610,2020-03-04,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2683,COLOMBIA,Fuente 2683,Especialidda 2683,Tipo 2683,MK3475 048,Molecula 2683,Origen 2683,EN CURSO,1278,
2684,PI GS 1132,252,2020-09-18,2021-03-19,Titulo 538,Titulo 538,2585,2020-09-18,24822,2020-09-18,GLAXOSMITHKLINE RESEARCH Y DEVELOPMENT LIMITED PPD COLOMBIA S A S,CRO2684,COLOMBIA,Fuente 2684,Especialidda 2684,Tipo 2684,200808,Molecula 2684,Origen 2684,EN CURSO,1277,
2685,PI MS 1026,245,2019-11-08,2021-01-17,Titulo y,Titulo y,456,2019-11-08,23610,2019-11-08,MERCK SHARP Y DOHME COLOMBIA SAS,CRO2685,COLOMBIA,Fuente 2685,Especialidda 2685,Tipo 2685,MK3475 119,Molecula 2685,Origen 2685,EN CURSO,1276,
2686,PI MS 1043,246,2015-09-04,2021-03-19,Titulo x,Titulo x,253698,2015-09-04,12619,2015-09-04,MERCK SHARP Y DOHME COLOMBIA SAS,CRO2686,COLOMBIA,Fuente 2686,Especialidda 2686,Tipo 2686,MK3475 158,Molecula 2686,Origen 2686,RECHAZADO,1275,
2687,PI DT 1138,248,2016-02-02,2021-01-17,Titulo x538,Titulo x538,579000,2016-02-02,1233722,2016-02-02,DURATA THERAPEUTICS INTERNATIONAL B V UN SOCIO ALLERGAN INC RESEARCH COLOMBIA LTDA,CRO2687,COLOMBIA,Fuente 2687,Especialidda 2687,Tipo 2687,DUR001 306,Molecula 2687,Origen 2687,APROBADO,1274,
2688,PI DT 1138,250,2017-10-19,2021-01-17,Titulo 538,Titulo 538,2586,2017-10-19,436754,2017-10-19,DURATA THERAPEUTICS INTERNATIONAL B V UN SOCIO ALLERGAN INC RESEARCH COLOMBIA LTDA,CRO2688,COLOMBIA,Fuente 2688,Especialidda 2688,Tipo 2688,DUR001 306,Molecula 2688,Origen 2688,EN CURSO,1273,
2689,PI DT 1138,253,2020-02-17,2021-02-19,Titulo 539,Titulo 539,45889,2020-02-17,689287,2020-02-17,DURATA THERAPEUTICS INTERNATIONAL B V UN SOCIO ALLERGAN INC RESEARCH COLOMBIA LTDA,CRO2689,COLOMBIA,Fuente 2689,Especialidda 2689,Tipo 2689,DUR001 306,Molecula 2689,Origen 2689,APROBADO,1272,
2690,PI DT 1138,254,2020-03-05,2021-02-19,Titulo y,Titulo y,689941,2020-03-05,8388,2020-03-05,DURATA THERAPEUTICS INTERNATIONAL B V UN SOCIO ALLERGAN INC RESEARCH COLOMBIA LTDA,CRO2690,COLOMBIA,Fuente 2690,Especialidda 2690,Tipo 2690,DUR001 306,Molecula 2690,Origen 2690,APROBADO,1271,
2691,PI DT 1138,251,2020-09-19,2021-03-20,Titulo x,Titulo x,34676,2020-09-19,23722,2020-09-19,DURATA THERAPEUTICS INTERNATIONAL B V UN SOCIO ALLERGAN INC RESEARCH COLOMBIA LTDA,CRO2691,COLOMBIA,Fuente 2691,Especialidda 2691,Tipo 2691,DUR001 306,Molecula 2691,Origen 2691,APROBADO,1270,
2692,PI DT 1138,248,2019-11-09,2021-01-18,Titulo x539,Titulo x539,234478,2019-11-09,21611,2019-11-09,DURATA THERAPEUTICS INTERNATIONAL B V UN SOCIO ALLERGAN INC RESEARCH COLOMBIA LTDA,CRO2692,COLOMBIA,Fuente 2692,Especialidda 2692,Tipo 2692,DUR001 306,Molecula 2692,Origen 2692,APROBADO,1269,
2693,PI UB 916,246,2015-09-05,2021-03-20,Titulo 539,Titulo 539,657811,2015-09-05,24823,2015-09-05,UCB BIOSCIENCES INC RPS COLOMBIA LTDA PRA HEALTH SCIENCES,CRO2693,COLOMBIA,Fuente 2693,Especialidda 2693,Tipo 2693,EP0034,Molecula 2693,Origen 2693,APROBADO,1268,
2694,PI UB 916,251,2016-02-03,2021-01-18,Titulo 540,Titulo 540,324478,2016-02-03,23611,2016-02-03,UCB BIOSCIENCES INC RPS COLOMBIA LTDA PRA HEALTH SCIENCES,CRO2694,COLOMBIA,Fuente 2694,Especialidda 2694,Tipo 2694,EP0034,Molecula 2694,Origen 2694,APROBADO,1267,
2695,PI UB 916,253,2017-10-20,2021-01-18,Titulo y,Titulo y,2586,2017-10-20,12620,2017-10-20,UCB BIOSCIENCES INC RPS COLOMBIA LTDA PRA HEALTH SCIENCES,CRO2695,COLOMBIA,Fuente 2695,Especialidda 2695,Tipo 2695,EP0034,Molecula 2695,Origen 2695,EN CURSO,1266,
2696,PI RPH 1125,246,2020-02-18,2021-02-20,Titulo x,Titulo x,457,2020-02-18,1233723,2020-02-18,REGENERON PHARMACEUTICALS INC ICON HOLDINGS CLINICAL RESEARCH INTERNATIONAL LIMITED SUCURSAL COLOMBIA,CRO2696,COLOMBIA,Fuente 2696,Especialidda 2696,Tipo 2696,R727 CL 1532,Molecula 2696,Origen 2696,EN CURSO,1265,
2697,PI UB 881,247,2020-03-06,2021-02-20,Titulo x540,Titulo x540,253699,2020-03-06,436755,2020-03-06,UCB BIOSCIENCES INC RPS COLOMBIA LTDA PARA HEALTH SCIENCES,CRO2697,COLOMBIA,Fuente 2697,Especialidda 2697,Tipo 2697,SP0969,Molecula 2697,Origen 2697,EN CURSO,1264,
2698,PI MS 1003,249,2020-09-20,2021-03-21,Titulo 540,Titulo 540,579001,2020-09-20,689288,2020-09-20,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2698,COLOMBIA,Fuente 2698,Especialidda 2698,Tipo 2698,MK1439A 024,Molecula 2698,Origen 2698,RECHAZADO,1263,
2699,PI NO 843,251,2019-11-10,2021-01-19,Titulo 541,Titulo 541,2587,2019-11-10,8389,2019-11-10,NOVARTIS DE COLOMBIA S A,CRO2699,COLOMBIA,Fuente 2699,Especialidda 2699,Tipo 2699,CLDK378A2301,Molecula 2699,Origen 2699,APROBADO,1262,
2700,PI BM 1095,254,2015-09-06,2021-03-21,Titulo y,Titulo y,45890,2015-09-06,23723,2015-09-06,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO2700,COLOMBIA,Fuente 2700,Especialidda 2700,Tipo 2700,CA209 743,Molecula 2700,Origen 2700,EN CURSO,1261,
2701,PI MS 859,255,2016-02-04,2021-01-19,Titulo x,Titulo x,689942,2016-02-04,21612,2016-02-04,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2701,COLOMBIA,Fuente 2701,Especialidda 2701,Tipo 2701,V503 001 04,Molecula 2701,Origen 2701,APROBADO,1260,
2702,PI MS 1036,252,2017-10-21,2021-01-19,Titulo x541,Titulo x541,34677,2017-10-21,24824,2017-10-21,MERCK SHARP AND HOME COLOMBIA S A S,CRO2702,COLOMBIA,Fuente 2702,Especialidda 2702,Tipo 2702,MK 3475 170,Molecula 2702,Origen 2702,APROBADO,1259,
2703,PI MS 819,249,2020-02-19,2021-02-21,Titulo 541,Titulo 541,234479,2020-02-19,23612,2020-02-19,MERCK SHARP AND HOME COLOMBIA S A S,CRO2703,COLOMBIA,Fuente 2703,Especialidda 2703,Tipo 2703,MK3475 006,Molecula 2703,Origen 2703,APROBADO,1258,
2704,PI MS 1026,247,2020-03-07,2021-02-21,Titulo 542,Titulo 542,657812,2020-03-07,12621,2020-03-07,MERCK SHARP AND HOME COLOMBIA S A S,CRO2704,COLOMBIA,Fuente 2704,Especialidda 2704,Tipo 2704,MK3475 119,Molecula 2704,Origen 2704,APROBADO,1257,
2705,PI BIG 1092,252,2020-09-21,2021-03-22,Titulo y,Titulo y,324479,2020-09-21,1233724,2020-09-21,BAXALTA INNOVATIONS GMBH QUINTILES COLOMBIA LTDA,CRO2705,COLOMBIA,Fuente 2705,Especialidda 2705,Tipo 2705,161403,Molecula 2705,Origen 2705,APROBADO,1256,
2706,PI BIG 1092,254,2019-11-11,2021-01-20,Titulo x,Titulo x,2587,2019-11-11,436756,2019-11-11,BAXALTA INNOVATIONS GMBH QUINTILES COLOMBIA LTDA,CRO2706,COLOMBIA,Fuente 2706,Especialidda 2706,Tipo 2706,161403,Molecula 2706,Origen 2706,APROBADO,1255,
2707,PI BA 796,247,2015-09-07,2021-03-22,Titulo x542,Titulo x542,458,2015-09-07,689289,2015-09-07,BANNER ALZHEIMERS INSTITUTE PHARMACEUTICAL RESEARCH ASSOCIATES COLOMBIA S A S,CRO2707,COLOMBIA,Fuente 2707,Especialidda 2707,Tipo 2707,GN28352,Molecula 2707,Origen 2707,EN CURSO,1254,
2708,PI AB 909,248,2016-02-05,2021-01-20,Titulo 542,Titulo 542,253700,2016-02-05,8390,2016-02-05,ABBVIE S A S,CRO2708,COLOMBIA,Fuente 2708,Especialidda 2708,Tipo 2708,M12 914,Molecula 2708,Origen 2708,EN CURSO,1253,
2709,PI JC 757,250,2017-10-22,2021-01-20,Titulo 543,Titulo 543,579002,2017-10-22,23724,2017-10-22,JANSSEN RESEARCH AND DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO2709,COLOMBIA,Fuente 2709,Especialidda 2709,Tipo 2709,PCI 32765MCL3001,Molecula 2709,Origen 2709,EN CURSO,1252,
2710,PI JC 445,252,2020-02-20,2021-02-22,Titulo y,Titulo y,2588,2020-02-20,21613,2020-02-20,JANSSEN RESEARCH AND DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO2710,COLOMBIA,Fuente 2710,Especialidda 2710,Tipo 2710,28431754DIA3008,Molecula 2710,Origen 2710,RECHAZADO,1251,
2711,PI NO 976,255,2020-03-08,2021-02-22,Titulo x,Titulo x,45891,2020-03-08,24825,2020-03-08,NOVARTIS DE COLOMBIA S A,CRO2711,COLOMBIA,Fuente 2711,Especialidda 2711,Tipo 2711,CRLX030A2301,Molecula 2711,Origen 2711,APROBADO,1250,
2712,PI AG 1102,256,2020-09-22,2021-03-23,Titulo x543,Titulo x543,689943,2020-09-22,23613,2020-09-22,AMGEN INC QUINTILES COLOMBIA LTDA,CRO2712,COLOMBIA,Fuente 2712,Especialidda 2712,Tipo 2712,20070782,Molecula 2712,Origen 2712,EN CURSO,1249,
2713,PI JC 949,253,2019-11-12,2021-01-21,Titulo 543,Titulo 543,34678,2019-11-12,12622,2019-11-12,JANSSEN RESEARCH Y DEVELOPMENT LLC PAREXEL INTERNATIONAL,CRO2713,COLOMBIA,Fuente 2713,Especialidda 2713,Tipo 2713,BAY 59 7939 17261 RIVAROXDVT3002,Molecula 2713,Origen 2713,APROBADO,1248,
2714,PI JC 949,250,2015-09-08,2021-03-23,Titulo 544,Titulo 544,234480,2015-09-08,1233725,2015-09-08,JANSSEN RESEARCH Y DEVELOPMENT LLC PAREXEL INTERNATIONAL,CRO2714,COLOMBIA,Fuente 2714,Especialidda 2714,Tipo 2714,BAY 59 7939 17261 RIVAROXDVT3002,Molecula 2714,Origen 2714,APROBADO,1247,
2715,PI RO 656,248,2016-02-06,2021-01-21,Titulo y,Titulo y,657813,2016-02-06,436757,2016-02-06,PRODUCTOS ROCHE,CRO2715,COLOMBIA,Fuente 2715,Especialidda 2715,Tipo 2715,BIG 4 11 BO25126 TOC4939G,Molecula 2715,Origen 2715,APROBADO,1246,
2716,PI GNT 1101,253,2017-10-23,2021-01-21,Titulo x,Titulo x,324480,2017-10-23,689290,2017-10-23,GENETECH INC QUINTILES COLOMBIA LTDA,CRO2716,COLOMBIA,Fuente 2716,Especialidda 2716,Tipo 2716,GA30044,Molecula 2716,Origen 2716,APROBADO,1245,
2717,PI FH 847,255,2020-02-21,2021-02-23,Titulo x544,Titulo x544,2588,2020-02-21,8391,2020-02-21,F HOFFMANN LA ROCHE LTD PPD COLOMBIA S A S,CRO2717,COLOMBIA,Fuente 2717,Especialidda 2717,Tipo 2717,GB28688,Molecula 2717,Origen 2717,APROBADO,1244,
2718,PI MS 870,248,2020-03-09,2021-02-23,Titulo 544,Titulo 544,459,2020-03-09,23725,2020-03-09,MERCK SHARP Y DOHME COLOMBIA S A S,CRO2718,COLOMBIA,Fuente 2718,Especialidda 2718,Tipo 2718,MK0518 292,Molecula 2718,Origen 2718,APROBADO,1243,
2719,PI LP 554,249,2020-09-23,2021-03-24,Titulo 545,Titulo 545,253701,2020-09-23,21614,2020-09-23,PFIZER S A S,CRO2719,COLOMBIA,Fuente 2719,Especialidda 2719,Tipo 2719,A3921061,Molecula 2719,Origen 2719,EN CURSO,1242,
2720,PI LP 322,251,2019-11-13,2021-01-22,Titulo y,Titulo y,579003,2019-11-13,24826,2019-11-13,PFIZER S A S ICON CLINICAL RESEARCH,CRO2720,COLOMBIA,Fuente 2720,Especialidda 2720,Tipo 2720,A3921024,Molecula 2720,Origen 2720,EN CURSO,1241,
2721,PI ALR 997,253,2015-09-09,2021-03-24,Titulo x,Titulo x,2589,2015-09-09,23614,2015-09-09,ALCON RESEARCH LTD,CRO2721,COLOMBIA,Fuente 2721,Especialidda 2721,Tipo 2721,RTH258 C001,Molecula 2721,Origen 2721,EN CURSO,1240,
